Comment,Sentiment
bcom students isko pdhke as a freelancer kaam kar skte h??,Neutral
Can we use MacBook for coding or btech student?? Please reply.,Neutral
Mam mujhe coding sikhna hai plse send mobile number,Neutral
I am a doctor still watching her video guess why,Neutral
Nice video,Positive
Who who knows mincraft java edition and c++ = mincraft bedrock edition,Neutral
Didi coding ke liye perfect laptop ka video banaaye please,Positive
What if students other than bca and btech hoo,Negative
"Hi, ek vedio data science ke topic pe banao basics",Neutral
Hyy Maam mujhe ek question puchna tha mai EEE branch se hu mere liye konsa coding  best hoga sikhne ke liye plzz reply me,Positive
"I will start by learning the easiest languages.  so which one of them is the easiest? c++ , java , python.",Neutral
Didi kon se plotform join kru,Neutral
i have to continue mt bca  course but i have to problem  understanding,Neutral
Starting to learn Java corse on Youtube from Apna Collage in Pakistan ….❤❤❤,Neutral
Didi aap lecture bahut deti Hain Samjha De bahut Kam Hai Khul and Kan ki baten bahut kam batati hain😢😢😢😢😢,Neutral
Jio book,Neutral
Mujhe machine banana hain,Neutral
Mam kya hum mobile me coding kar sakte hai??,Neutral
ye video to dekh liya hai -par kaha se start kare apke channel ke konse video se shuruat kare?,Neutral
I wan a be hacker didi,Negative
Didi hum aap video baniya begging sa kase   suru kare,Neutral
Legends will know this coding 😅,Neutral
Thanks ma'am ☺️☺️☺️☺️,Positive
I m in 10th should I start learning coding?,Neutral
i have a question. Can a MA post graduate pursue data science?,Neutral
Mam please tell me about any online coding institute except whitehat jr. I want to join coding classes,Neutral
Thank you 👍🙏 mam,Neutral
"love from Rajasthan ❤️
I'm in class 9 and my dream is Ethical Hacker
and I easily understood your lectures",Positive
Thank you,Neutral
Thank you Didi🙏,Neutral
Without any college certificate we can do coding for job,Neutral
"Good intro for beginners, actually I am here to get started on data science to do statistical research analysis using R, Python, and MATLAB. What are some suggestions you could give for the Project?",Positive
"यदि आप clint ले आते है तो आपको पुरे प्रोजेक्ट का 25% pay करेंगे हम 
https://youtu.be/oCSijhTwIbs?t=15",Neutral
what about C language?,Neutral
I want to see new dreams everyday my favourite dream is elephant's dream,Negative
Worst vedio apart from showing coding you advertising your other vedios For vewis,Negative
https://youtu.be/eKqY-oP1d_Y?t=607,Neutral
"mam mughe bhi sikhne hai coding please to kya ap mughe sikhaa sakte ho . class de ker mughe ya phir aapn kise dost se kaho k mughe sikhaeye agar ap k pass time nhi hai please mam . mein aus ko fess bhi dunga 
please mam mughe bhi sikhao na please mughe sikhna hai",Neutral
Tu didi mat bol Tera pati es video ko dekh raha hai,Neutral
8:52 best line of this video,Positive
शुक्रिया मैम🙏,Neutral
शुक्रिया मैम🙏,Neutral
Thanks mam,Positive
Clear info tnx,Positive
Coding sikhne Kai liye Btech karna jaruri hai,Neutral
HTML video,Neutral
C++,Neutral
I really appreciate what you do in this channel. I've been following your helpful content. But I don't considered as my DIDI. I have already 5 real sis and that's enough.🤣,Positive
"Didi ji namaste 🙋🏻‍♂️

Thank you for motivation to my soul 🙂",Neutral
Didi abhi Java seekhna hai,Neutral
Students who are here for data science,Neutral
"From Pakistan your videos are to much clear,understanding and to the point",Positive
video view 2x...,Neutral
Hi shrdha didi mera Msc (microbiology )  huva hai or muze coding mae career krna hai to mae kar skti hu ya nhi,Neutral
Mam please SAP parh tutorial clip banaye please 🥺,Neutral
How to learn please tell me it's hard me,Negative
HTML AND PYTHON for class 10th,Neutral
and what about them who are not from computer science background,Neutral
Di main abhi 11 may hon or meray board complete hogye hai 10 kay to main abhi konsi language master karon cuse mujhey software developer  bana hai,Positive
Thank you,Neutral
"I above 70, can I learn coding for fun and impress grand children",Positive
"Wait for CHAT GPT 
you will close your school",Neutral
Web Development me jisko interest hai wo Group_Add karo or tyari karte hai ✌️✌️,Neutral
Thanks for This Video ❤,Positive
"Mam , iam Apoorva Sharma.And iam in 8th standard so, i have learn coding so can you make video for students who are in 7th , 8th standard some easy way to start coding.😌",Positive
Thanks di,Positive
Mam jawa se games bana sakte hai 😢,Neutral
Didi kya win 7sinmu me Sikh sakte hii😵😵,Positive
she took my time too long. im not so clear . its a bad way to teaching. soooooo bad,Negative
Me coming after completing class 10th,Neutral
ok didi,Positive
Thanks mam aapki  videos se sarre doute clear ho gate h,Positive
Ur Great Person For My Self because I'm a beginner  i learned so much Knowledge in Thise video,Positive
"Kya coding sikhne k liye bca ya BTech krna  jruri hota h 
Hm ( BA) k sath nhi Sikh skte",Neutral
did you have  a Video to learn python,Neutral
Free coding Tutorial class link :https://youtube.com/@FutureCoders.,Positive
Thnk u ❤❤❤,Neutral
Ma'am can an arts student learn it ?,Neutral
i5,Neutral
Mam phyton ke vedios bhi please banaye,Neutral
"""motivation get you started but discipline keep you going.""",Neutral
"Hello mam....
Mam me bsc bio final year ka student hu but mera interest cyber security me 
Please guide me how can I start and it is possible study after my bsc bio graduation
Please give guidance.....",Neutral
P,Neutral
Ma'am please tell us that coding requires math please make a dedicated video on that topic🥺,Neutral
Class 10th student with curious mind,Negative
Ma students,Neutral
Mam I am moving to 9th grade and i wanna know coding will i focus on coding 🤔,Neutral
is it is benifical  for bba or bcom students?,Neutral
Maim coading ki start kaun si language se kru,Neutral
https://youtu.be/fbGcf-GOWDY,Neutral
Didi kehkar dil tod diya didi,Neutral
What is your name mam?,Neutral
"I'm from BA, never touched computer.... But i want to learn coding... Does it work for me?",Neutral
Great words from great person 👍👍,Positive
You just speak in English so other students can understand who don't know Hindi,Negative
I also like football ⚽️ 🤩,Neutral
"Mam, you have any free course of coding",Positive
https://youtu.be/9uskC0ITASg,Neutral
Didi which type coding better for students beginners,Positive
I am from fun/school category..😎,Neutral
"Thank You appi,",Neutral
Hi didi I am from Hyderabad,Neutral
Mere 12th ke paper just hue hai mai sochra hu ke coding sikhlu in vacations par start kaise Karu smjh nhi aara,Negative
"Serious question learning html,css and javascript is free or we have to pay for that !!!?",Positive
Didi fun ke liya hum html Sikh sakte h kya ?,Positive
Can we do coding without an engineering background without pcm,Neutral
From school,Neutral
Work Ethic Creation Hard,Negative
Mai abhi 12th me hu Kaya mai abhi coding Sikh  skta hu,Neutral
Dii Can i learn phython coding without laptop?,Neutral
Didi aap to bahot intelligent hai,Positive
back ground music kam kr do 😭,Neutral
maam i come from a comm background that too without computer science can i learn coding ?,Neutral
please try to explain in English so that everyone can understand,Neutral
"Didi I am studying in class 11th and I want to learn coding ,can I start coding with Java by your video ?",Neutral
"Salve your problem ..clear your all coding concepts....
https://www.youtube.com/watch?v=23SH5kffDDo..",Neutral
Sabse pahle konsi language sikse as a beginner....??,Neutral
Free mein Mere laptop mein ghar baithe C++ Sikh sakta hoon ? 😳,Negative
mobile me coding kase sik saktehe please bataye 🙏🙏🙏,Neutral
🙂🙂,Neutral
didi ham online class leni hai c++,Neutral
I m a pharmacist can I do coding or learn coding is this beneficial for me,Neutral
tqq di😍😍,Neutral
https://youtube.com/channel/UC0f5HorhHY9BsrN_vj1hWUg,Neutral
Coding koi Masti ke liye sikhta hai 1 मिनिट तो aapne time pass kr dee,Neutral
Thanks didi 💖 i,Positive
PWD quota power 💀💀💀💀💀,Neutral
"Coding basics sikhne ke bad kya kare, please tell me",Negative
Ap bht achiii ho... Bht acha samjhti ho... ALLAH pak ap Sy raziii ho... Main ny start kr dya hai web development Sy... Thanks ☺️,Positive
Are these videos enough  much to learn completely  about the topic,Positive
I want to become a disciplined girl ❤️💞😌,Neutral
Mam can I learn only Java language,Neutral
"Im from Bpharmacy , will this help me",Neutral
arts background se software me kya scope hai aur 12 k baad kya krna hoga,Neutral
"Sradhaji, your way of teaching so natural.",Positive
"Thank you Mam.
Can you add subtitles please 🥺",Neutral
Main arts ki student hai ..kya coding ki pdhai kr skte h,Positive
If i am working professional and no coding experience than what should I do and where to start...,Positive
l love teacher,Positive
Love you madam ji,Positive
Very good explanation,Positive
JESUS BLESS YOU,Neutral
I'm in class 9th. (BSEB PATNA),Neutral
https://youtu.be/oUmf3jEVLss,Neutral
Hey didi coading ke bhi lecture banao na,Neutral
I am a 12 class student ..i have no phone no laptop..still i watch your videos 😂😂😂❣️❣️,Neutral
yadi koe science field se nahi hai to kya es ko sikha ja skata hai kya,Neutral
Kotlin language full explanation please dii,Positive
Mobile se seekh sakte hain kya coding?😁,Neutral
,Neutral
Mam I like your lectures most,Positive
Mam I like your lectures most,Positive
"Can I continue after graduation, Actually I am already graduate.. I done my graduation (BA) in Defence and Strategic Studies and English literature. But , unable to get a job please suggest me something...like 6 month or one year course to get a job in IT sector.",Negative
"Very good madam,God bless you.Thanks a lot",Positive
Ham ko online class Karna chahta hu,Neutral
"Good morning mam
I am a btech 1st semester students and my branch EEE 
Mam abhi college k Syllabus mein h ki sirf 1semester mein c language pdhna h
But kya mein C language k  baad kya pdhu.
Or mam mujhe ye nhi samaj aa rha h ki kya kya jobs mein iski jarurat pdegi .
Mam confuse hun .
Please reply mam",Positive
I m graduate but i not know what is the   html 😣😣,Neutral
Thanks love from Pakistan 🇵🇰,Positive
Thank you didi for your sagestment,Neutral
"Can anyone help me 
Like in which application or web browser do we open to do coding
Like we start the laptop then what to do next which application to open for coding? 
Kindly help please 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺",Positive
What to choose java or java script,Neutral
Iam in class 5,Neutral
Where I learn coding,Neutral
I am from  non IT background and in 3rd year of college but If found my rest in coding and data science so how can I  start my journey .. coz this reason is not mention in your video,Neutral
